"Label"	"File"	"Line"	"Lines"	"Media"	"Text"	"Menu"	"Events"
"InitFrancheska"	"game\NPC\Secondary\InitFrancheska.rpy"	"127"	"5"	""	""	""	""
"register_francheska_secondary"	"game\NPC\Secondary\InitFrancheska.rpy"	"132"	"13"	""	""	""	""
"_auto_register_francheska"	"game\NPC\Secondary\InitFrancheska.rpy"	"145"	"3"	""	""	""	""
"InitMongol"	"game\NPC\Secondary\InitMongol.rpy"	"90"	"5"	""	""	""	""
"register_mongol_secondary"	"game\NPC\Secondary\InitMongol.rpy"	"95"	"13"	""	""	""	""
"_auto_register_mongol"	"game\NPC\Secondary\InitMongol.rpy"	"108"	"3"	""	""	""	""
"InitRobin"	"game\NPC\Secondary\InitRobin.rpy"	"58"	"5"	""	""	""	""
"register_robin_secondary"	"game\NPC\Secondary\InitRobin.rpy"	"63"	"14"	""	""	""	""
"_auto_register_robin"	"game\NPC\Secondary\InitRobin.rpy"	"77"	"3"	""	""	""	""
"register_gerhard_secondary"	"game\NPC\Secondary\InitSecondaryNPC.rpy"	"216"	"13"	""	""	""	""
"_auto_register_gerhard"	"game\NPC\Secondary\InitSecondaryNPC.rpy"	"229"	"5"	""	""	""	""
"register_luisa_secondary"	"game\NPC\Secondary\InitSecondaryNPC.rpy"	"234"	"14"	""	""	""	""
"register_sergio_secondary"	"game\NPC\Secondary\InitSecondaryNPC.rpy"	"248"	"14"	""	""	""	""
"_auto_register_luisa"	"game\NPC\Secondary\InitSecondaryNPC.rpy"	"262"	"5"	""	""	""	""
"_auto_register_sergio"	"game\NPC\Secondary\InitSecondaryNPC.rpy"	"267"	"5"	""	""	""	""
"register_lucas_secondary"	"game\NPC\Secondary\InitSecondaryNPC.rpy"	"272"	"13"	""	""	""	""
"register_clara_fiance_secondary"	"game\NPC\Secondary\InitSecondaryNPC.rpy"	"285"	"13"	""	""	""	""
"register_sergio_pet_secondary"	"game\NPC\Secondary\InitSecondaryNPC.rpy"	"298"	"13"	""	""	""	""
"_auto_register_lucas"	"game\NPC\Secondary\InitSecondaryNPC.rpy"	"311"	"5"	""	""	""	""
"_auto_register_clara_fiance"	"game\NPC\Secondary\InitSecondaryNPC.rpy"	"316"	"5"	""	""	""	""
"_auto_register_sergio_pet"	"game\NPC\Secondary\InitSecondaryNPC.rpy"	"321"	"3"	""	""	""	""
"InitZimmer"	"game\NPC\Secondary\InitZimmer.rpy"	"57"	"5"	""	""	""	""
"register_zimmer_secondary"	"game\NPC\Secondary\InitZimmer.rpy"	"62"	"11"	""	""	""	""
"_auto_register_zimmer"	"game\NPC\Secondary\InitZimmer.rpy"	"73"	"3"	""	""	""	""
"IntAlberTalk"	"game\NPC\Secondary\IntAlberTalk.rpy"	"5"	"95"	"vscene _alber_talk_picture || call ShowImageSeq(""alber"", ""fight"", ""housewon"", 4) || call ShowImageSeq(""alber"", ""fight"", ""houselost"", 3)"	"$ MainTxt = ""Альбер Легаре вопросительно смотрит на вас, ожидая продолжения разговора."" || $ CurLocDesc = MainTxt || $ MainTxt = ""Вы некоторое время болтаете со Альбером Легаре о несущественных вещах."""	"menu:"	""
"IntDraupnirTalk"	"game\NPC\Secondary\IntDraupnirTalk.rpy"	"1"	"14"	""	"$ MainTxt = ""Мастер Драупнир занят вашей вывеской у входа в трактир. Он сосредоточенно строгает, обтесывает, пилит и красит, только раздраженно отмахиваясь от попыток отвлечь его от работы."" || $ MainTxt = ""Вы попробовали завести светскую беседу с гномом. С этой целью вы пнули пробегающую по мастерской крысу и заметили, что полетела она низко, видать к дождю. Еще пару минут вы развивали эту мысль, предсказывая по полету крысы обилие и частоту будущих осадков. Мастер Драупнир внимательно слушал вас некоторое, впрочем не очень долгое, время, а потом, разобравшись, оборвал: 'Слышь, мил человек, если у тебя есть чего сказать, то говори, ну а если нечего сказать, то и говорить необязательно.' Пораженный мудростью древнего народа вы решили замолкнуть."" || $ CurLocDesc = MainTxt"	"menu:"	""
"IntEddieBeckySex"	"game\NPC\Secondary\IntEddieBeckySex.rpy"	"4"	"246"	"call ShowImage(""becky"", ""sexeddie"", ""kiss"") || call ShowImage(""becky"", ""sexeddie"", ""grope"") || call ShowImage(""becky"", ""sexeddie"", ""doubleyou"")"	""	"menu:"	""
"IntEddieTalk"	"game\NPC\Secondary\IntEddieTalk.rpy"	"5"	"54"	"vscene grocery_store_grocer_picture(""eddie"") || vscene _eddie_picture"	"$ MainTxt = eddie_talk_intro_text() || $ CurLocDesc = MainTxt"	"menu:"	""
"IntEddieTalkSmalltalk"	"game\NPC\Secondary\IntEddieTalk.rpy"	"59"	"14"	""	"$ MainTxt = ""Вы некоторое время болтаете с Эдди о несущественных вещах."" || $ CurLocDesc = MainTxt"	""	""
"IntEddieTalkPersonal"	"game\NPC\Secondary\IntEddieTalk.rpy"	"73"	"14"	""	"$ MainTxt = ""Вы некоторое время болтаете с Эдди о том, кто сколько выпил и о том, какие девушки кому нравятся."" || $ CurLocDesc = MainTxt"	""	""
"IntEddieTalkWhores"	"game\NPC\Secondary\IntEddieTalk.rpy"	"87"	"11"	""	"$ MainTxt = ""Вы как бы между делом замечаете, что у вас теперь работают девочки не самого тяжелого поведения. Глаза рыжего Эдди загораются, хотя на словах он никак не показывает своей заинтересованности. Вернее, он старательно показывает что ему пофигу."" || $ CurLocDesc = MainTxt"	""	""
"IntEddieTalkGirls"	"game\NPC\Secondary\IntEddieTalk.rpy"	"98"	"12"	"vscene ""images/eddie/portraits/surprised.png"""	"$ MainTxt = ""Ведя общий разговор вы неожиданно спрашиваете Эдди, как ему Жоржетта. Эдди густо краснеет, запинается, но все таки отмечает, что она очень даже ничего. При этом парень вас внимательно изучает, как бы пытаясь понять что вам известно. Вы делаете безразличный вид и переводите разговор на другую тему."" || $ CurLocDesc = MainTxt"	""	""
